CÓDIGO;MULTIPLICADOR;NÚMERO BASE (NB);A;B;TERMINACIONES;DURACIÓN TOTAL NB;PATRÓN 1;PATRÓN 2;PATRÓN 3;DONDE EMPIEZA;;
0023;87;2001;1012;989;023;200100;177100;154100;-;298;11200;34200
0977;87;84999;42988;42011;977;8499900;7522900;6545900;-;34204;667300;1644300
3023;87;263001;133012;129989;023;26300100;23277100;20254100;-;42291;293200;3316200
5023;87;437001;221012;215989;023;43700100;38677100;33654100;-;75294;4204200;9227200
6977;87;606999;306988;300011;977;60699900;53722900;46745900;-;565206;6300300;13277300
0191;89;16999;12988;4011;191;1699900;1508900;-;-;6201;42300;233300
0809;89;72001;55012;16989;809;7200100;6391100;-;-;60294;573200;1382200
1427;89;127003;117014;9989;427;4318102;3800101;-;-;9289;89201;480199
3191;89;283999;216988;67011;191;28399900;25208900;-;-;247206;2270300;5461300
5573;89;495997;456986;39011;573;16863898;14840899;-;-;153201;504300;2527299
6427;89;572003;527014;44989;427;19448102;17115101;-;-;530291;318200;2651201
7573;89;673997;620986;53011;573;22915898;20166899;-;-;314203;1465299;3540301
8191;89;728999;556988;172011;191;72899900;64708900;-;-;405208;7056300;15247300
8573;89;762997;702986;60011;573;25941898;22829899;-;-;4200;544299;2893301
0967;91;87997;58987;29010;967;2903901;2610900;2317899;-;3200;299;293300
1033;91;94003;63013;30990;033;3102099;2789100;2476101;-;50296;141200;454199
2011;91;183001;2011;180990;011;18300100;16289100;14278100;-;28294;925200;2936200
3011;91;274001;3011;270990;011;27400100;24389100;21378100;-;24298;271200;3282200
3967;91;360997;241987;119010;967;11912901;10710900;9508899;-;124206;834299;2036300
3989;91;362999;3989;359010;989;36299900;32310900;28321900;-;187203;877300;4866300
4967;91;451997;302987;149010;967;14915901;13410900;11905899;-;51209;1392299;2897300
5011;91;456001;5011;450990;011;45600100;40589100;35578100;-;431296;1754200;6765200
6011;91;547001;6011;540990;011;54700100;48689100;42678100;-;475289;5891200;11902200
6967;91;633997;424987;209010;967;20921901;18810900;16699899;-;204202;183301;2928299
8011;91;729001;8011;720990;011;72900100;64889100;56878100;-;537297;1923200;9934200
9011;91;820001;9011;810990;011;82000100;72989100;63978100;-;541290;7840200;16851200
9967;91;906997;607987;299010;967;29930901;26910900;23890899;-;571208;2355301;6282299
0163;92;14996;7987;7009;163;374900;337899;-;-;4203;7300;44301
0337;92;31004;1011;29993;337;775100;683099;-;-;20290;73199;165200
1163;92;106996;56987;50009;163;2674900;2410899;-;-;17200;303298;567299
1663;92;152996;4989;148007;663;3824900;3370901;-;-;51203;159298;460301
2663;92;244996;7989;237007;663;6124900;5397901;-;-;167209;585300;1312299
2837;92;261004;139013;121991;837;6525100;5881101;-;-;23291;599202;1243201
3163;92;290996;154987;136009;163;7274900;6556899;-;-;113203;173300;891301
4337;92;399004;13011;385993;337;9975100;8791099;-;-;57291;738200;1922201
4663;92;428996;13989;415007;663;10724900;9451901;-;-;190203;493298;1337301
6163;92;566996;301987;265009;163;14174900;12775899;-;-;282203;399300;1798301
6337;92;583004;19011;563993;337;14575100;12845099;-;-;508290;356202;1503199
8663;92;796996;25989;771007;663;19924900;17559901;-;-;717209;2077300;4442299
8837;92;813004;433013;379991;837;20325100;18319101;-;-;249291;2043202;4049201
9337;92;859004;28011;830993;337;21475100;18926099;-;-;11297;2308199;4857200
0043;93;3999;989;3010;043;399900;356900;313900;-;2209;25300;68300
2957;93;275001;68011;206990;957;27500100;24543100;21586100;-;105298;2725200;5682200
4957;93;461001;114011;346990;957;46100100;41143100;36186100;-;87292;2288200;7245200
6043;93;561999;138989;423010;043;56199900;50156900;44113900;-;262205;1259300;7302300
7043;93;654999;161989;493010;043;65499900;58456900;51413900;-;242208;3369300;10412300
9043;93;840999;207989;633010;043;84099900;75056900;66013900;-;356203;166300;9209300
0883;94;83002;15011;67991;883;4150100;3750101;-;-;14295;45200;445199
1117;94;104998;18989;86009;117;5249900;4743899;-;-;99200;434300;940301
6883;94;647002;117011;529991;883;32350100;29232101;-;-;531298;125201;3243200
7883;94;741002;134011;606991;883;37050100;33479101;-;-;419296;695201;4266200
8117;94;762998;137989;625009;117;38149900;34472899;-;-;258201;3456299;7133300
9883;94;929002;168011;760991;883;46450100;41973101;-;-;51292;2255201;6732200
2221;95;210995;19989;191006;221;4219900;3817899;-;-;105208;136302;749298
3221;95;305995;28989;277006;221;6119900;5536899;-;-;249208;294302;1183298
3779;95;359005;34011;324994;779;7180100;6496101;-;-;89297;826202;1510201
5779;95;549005;52011;496994;779;10980100;9934101;-;-;483297;15198;1061197
6221;95;590995;55989;535006;221;11819900;10693899;-;-;506202;2301;1128302
6779;95;644005;61011;582994;779;12880100;11653101;-;-;126292;221198;1448197
8221;95;780995;73989;707006;221;15619900;14131899;-;-;381207;496301;1984302
8779;95;834005;79011;754994;779;16680100;15091101;-;-;690292;813198;2402197
9221;95;875995;82989;793006;221;17519900;15850899;-;-;704207;833301;2502302
0433;97;42001;29011;12990;433;4200100;3767100;-;-;298;214200;647200
0701;97;67997;60987;7010;701;2243901;2032900;-;-;48207;43300;254301
1433;97;139001;96011;42990;433;13900100;12467100;-;-;101298;809200;2242200
1567;97;151999;104989;47010;567;15199900;13632900;-;-;99206;1481300;3048300
3299;97;320003;287013;32990;299;10560099;9567100;-;-;205296;855199;1848198
3433;97;333001;230011;102990;433;33300100;29867100;-;-;57296;2419200;5852200
3701;97;358997;321987;37010;701;11846901;10732900;-;-;221208;195301;1309302
4567;97;442999;305989;137010;567;44299900;39732900;-;-;362208;709300;5276300
5701;97;552997;495987;57010;701;18248901;16532900;-;-;84203;1207300;2923301
6299;97;611003;548013;62990;299;20163099;18267100;-;-;335295;2187201;4083200
6701;97;649997;582987;67010;701;21449901;19432900;-;-;340209;943299;2960300
7433;97;721001;498011;222990;433;72100100;64667100;-;-;42293;7319200;14752200
9433;97;915001;632011;282990;433;91500100;82067100;-;-;459292;1176200;10609200
1051;98;102998;40989;62009;051;5149900;4675899;4098900;-;19201;227299;701300
1949;98;191002;76011;114991;949;9550100;8671101;7601100;-;159291;239200;1118199
4051;98;396998;157989;239009;051;19849900;18022899;15798900;-;248204;1447300;3274301
5051;98;494998;196989;298009;051;24749900;22471899;19698900;-;481208;688299;2966300
6949;98;681002;271011;409991;949;34050100;30916101;27101100;-;519298;1895200;5029199
7949;98;779002;310011;468991;949;38950100;35365101;31001100;-;85292;411201;3996200
9949;98;975002;388011;586991;949;48750100;44263101;38801100;-;196293;5091201;9578200
0101;99;9999;8989;1010;101;999900;898900;797900;696900;3208;93300;194300
5101;99;504999;453989;51010;101;50499900;45398900;40297900;35196900;422209;376300;5477300
6101;99;603999;542989;61010;101;60399900;54298900;48197900;42096900;35202;1853300;7954300
6899;99;683001;614011;68990;899;68300100;61401100;54502100;47603100;636294;5424200;12323200
8101;99;801999;720989;81010;101;80199900;72098900;63997900;55896900;565206;6187300;14288300
1297;101;130997;47989;83008;297;4453898;3977899;-;-;12204;187299;532301
1901;101;192001;19010;172991;901;19200100;17299100;-;-;62295;832200;2733200
2099;101;211999;20990;191009;099;21199900;19100900;-;-;164204;802300;2901300
2297;101;231997;84989;147008;297;7887898;7044899;-;-;26208;568300;1411299
4099;101;413999;40990;373009;099;41399900;37300900;-;-;136209;3452300;7551300
4297;101;433997;158989;275008;297;14755898;13178899;-;-;225205;805300;2382299
4703;101;475003;174011;300992;703;16150102;14424101;-;-;26289;1611200;3337201
5099;101;514999;50990;464009;099;51499900;46400900;-;-;363201;368300;5467300
5297;101;534997;195989;339008;297;18189898;16245899;-;-;288209;129299;1538301
6703;101;677003;248011;428992;703;23018102;20558101;-;-;312292;1894200;4354201
7297;101;736997;269989;467008;297;25057898;22379899;-;-;696206;1681301;4359300
7703;101;778003;285011;492992;703;26452102;23625101;-;-;659299;921201;2970199
7901;101;798001;79010;718991;901;79800100;71899100;-;-;69291;6461200;14362200
8297;101;837997;306989;531008;297;28491898;25446899;-;-;277202;559300;3604299
9901;101;1000001;99010;900991;901;100000100;90099100;-;-;740297;2750200;12651200
1049;102;106998;63989;43009;049;5349900;4878899;4300900;-;10206;226300;697301
1951;102;199002;119011;79991;951;9950100;9074101;7999100;-;129292;730200;1606199
3049;102;310998;185989;125009;049;15549900;14180899;12500900;-;63205;691299;2060300
4049;102;412998;246989;166009;049;20649900;18831899;16600900;-;23200;1849299;3667300
4951;102;505002;302011;202991;951;25250100;23027101;20299100;-;308298;318200;2541199
7951;102;811002;485011;325991;951;40550100;36980101;32599100;-;789295;2427201;5997200
8951;102;913002;546011;366991;951;45650100;41631101;36699100;-;208289;4791201;8810200
9049;102;922998;551989;371009;049;46149900;42086899;37100900;-;486202;504300;4567301
0233;103;23999;6990;17009;233;2399900;2166900;-;-;13208;135300;368300
1301;103;134003;13010;120993;301;4422099;4033100;-;-;123295;261201;650200
1699;103;174997;16990;158007;699;5774901;5266900;-;-;148203;153300;661301
2699;103;277997;26990;251007;699;9173901;8366900;-;-;49202;57299;864300
2767;103;285001;83010;201991;767;28500100;25733100;-;-;31294;911200;3678200
3301;103;340003;33010;306993;301;11220099;10233100;-;-;164290;854199;1841198
3767;103;388001;113010;274991;767;38800100;35033100;-;-;306294;1504200;5271200
5233;103;538999;156990;382009;233;53899900;48666900;-;-;129202;4870300;10103300
6301;103;649003;63010;585993;301;21417099;19533100;-;-;307299;2210201;4094200
7699;103;792997;76990;716007;699;26168901;23866900;-;-;502205;1318299;3620300
8233;103;847999;246990;601009;233;84799900;76566900;-;-;236204;1158300;9391300
8699;103;895997;86990;809007;699;29567901;26966900;-;-;863201;3490299;6091300
9767;103;1006001;293010;712991;767;100600100;90833100;-;-;159299;8002200;17769200
0419;105;43995;12989;31006;419;879900;804899;729898;610902;19202;96298;171299
3581;105;376005;111011;264994;581;7520100;6879101;6238102;5221098;97295;115200;756199
5419;105;568995;167989;401006;419;11379900;10409899;9439898;7900902;91201;519302;2058298
5581;105;586005;173011;412994;581;11720100;10721101;9722102;8137098;369294;397199;1396198
6581;105;691005;204011;486994;581;13820100;12642101;11464102;9595098;218291;942201;2120200
8419;105;883995;260989;623006;419;17679900;16172899;14665898;12274902;192205;234300;1741301
8581;105;901005;266011;634994;581;18020100;16484101;14948102;12511098;619290;27201;1563200
9419;105;988995;291989;697006;419;19779900;18093899;16407898;13732902;893203;940298;2626299
1217;106;129002;101011;27991;217;6450100;5906101;-;-;109298;546201;1090200
1783;106;188998;147989;41009;783;9449900;8652899;-;-;182204;25300;822301
3217;106;341002;267011;73991;217;17050100;15612101;-;-;57294;115200;1553199
4217;106;447002;350011;96991;217;22350100;20465101;-;-;370294;446200;2331199
4783;106;506998;396989;110009;783;25349900;23211899;-;-;479208;1072300;3210301
5783;106;612998;479989;133009;783;30649900;28064899;-;-;238201;1701300;4286301
6217;106;659002;516011;142991;217;32950100;30171101;-;-;98290;1528200;4307199
8783;106;930998;728989;202009;783;46549900;42623899;-;-;344205;502299;4428300
0271;107;28997;15989;13008;271;985898;885899;-;-;19205;4300;104299
0757;107;80999;52990;28009;757;8099900;7342900;-;-;54208;172300;929300
2243;107;240001;157010;82991;243;24000100;21757100;-;-;106295;1979200;4222200
2729;107;292003;161011;130992;729;9928102;8921101;-;-;41289;475200;1482201
3271;107;349997;192989;157008;271;11899898;10692899;-;-;19200;346300;1553299
4243;107;454001;297010;156991;243;45400100;41157100;-;-;65299;1792200;6035200
4271;107;456997;251989;205008;271;15537898;13961899;-;-;153200;580300;2156299
4729;107;506003;279011;226992;729;17204102;15459101;-;-;128297;1107200;2852201
6271;107;670997;369989;301008;271;22813898;20499899;-;-;601200;1228300;3542299
7243;107;775001;507010;267991;243;77500100;70257100;-;-;553292;1683200;8926200
7757;107;829999;542990;287009;757;82999900;75242900;-;-;532207;912300;8669300
8243;107;882001;577010;304991;243;88200100;79957100;-;-;786299;4141200;12384200
0787;108;84996;36989;48007;787;2124900;1906901;1688902;-;46204;16298;149301
1213;108;131004;57011;73993;213;3275100;2939099;2603098;-;51297;210200;546201
1787;108;192996;83989;109007;787;4824900;4329901;3834902;-;10203;244300;739299
2213;108;239004;104011;134993;213;5975100;5362099;4749098;-;111291;266201;879202
2287;108;246996;230987;16009;287;6174900;5664899;5154898;-;22206;445301;955302
2713;108;293004;274013;18991;713;7325100;6720101;6115102;-;128297;630202;1235201
4787;108;516996;224989;292007;787;12924900;11598901;10272902;-;75203;702300;2028299
6287;108;678996;634987;44009;287;16974900;15572899;14170898;-;130203;1293298;2695299
7213;108;779004;339011;439993;213;19475100;17477099;15479098;-;449297;1394200;3392201
8287;108;894996;836987;58009;287;22374900;20526899;18678898;-;246206;1779301;3627302
8713;108;941004;880013;60991;713;23525100;21582101;19639102;-;586297;2198202;4141201
9787;108;1056996;459989;597007;787;26424900;23713901;21002902;-;868204;2150301;4861300
0211;109;22999;18990;4009;211;2299900;2088900;-;-;15206;174300;385300
0367;109;40003;11010;28993;367;1320099;1211100;-;-;20298;59200;168199
1367;109;149003;41010;107993;367;4917099;4511100;-;-;22295;316200;722199
1789;109;195001;161010;33991;789;19500100;17711100;-;-;191297;955200;2744200
2633;109;286997;78990;208007;633;9470901;8688900;-;-;128200;120301;1189299
2789;109;304001;251010;52991;789;30400100;27611100;-;-;231291;457200;3246200
4211;109;458999;378990;80009;211;45899900;41688900;-;-;118202;1457300;5668300
4789;109;522001;431010;90991;789;52200100;47411100;-;-;507298;2030200;6819200
6211;109;676999;558990;118009;211;67699900;61488900;-;-;435204;3764300;9975300
6367;109;694003;191010;502993;367;22902099;21011100;-;-;441296;1810201;3701200
7211;109;785999;648990;137009;211;78599900;71388900;-;-;195201;1702300;8913300
7789;109;849001;701010;147991;789;84900100;77111100;-;-;817299;2445200;10234200
0991;111;110001;109010;991;991;11000100;10009100;9018100;-;19294;580200;1571200
1009;111;111999;110990;1009;009;11199900;10190900;9181900;-;75200;983300;1992300
5009;111;555999;550990;5009;009;55599900;50590900;45581900;-;308203;1475300;6484300
6991;111;776001;769010;6991;991;77600100;70609100;63618100;-;772295;3953200;10944200
8009;111;888999;880990;8009;009;88899900;80890900;72881900;-;861207;6283300;14292300
0823;113;92999;13991;79008;823;9299900;8476900;-;-;36203;68300;891300
1531;113;173003;124011;48992;531;5882102;5314101;-;-;88292;454201;849199
1823;113;205999;30991;175008;823;20599900;18776900;-;-;49202;1737300;3560300
2531;113;286003;205011;80992;531;9724102;8785101;-;-;214299;900200;1839201
3469;113;391997;280989;111008;469;13327898;12040899;-;-;386203;431300;1718299
3823;113;431999;64991;367008;823;43199900;39376900;-;-;340208;2649300;6472300
4177;113;472001;71009;400992;177;47200100;43023100;-;-;171298;4039200;8216200
5531;113;625003;448011;176992;531;21250102;19198101;-;-;20298;92201;1519199
6469;113;730997;523989;207008;469;24853898;22453899;-;-;196204;280301;2680300
6823;113;770999;115991;655008;823;77099900;70276900;-;-;259205;2067300;8890300
7177;113;811001;122009;688992;177;81100100;73923100;-;-;617293;4141200;11318200
7823;113;883999;132991;751008;823;88399900;80576900;-;-;164204;1353300;9176300
0307;114;34998;3991;31007;307;1749900;1613899;1442900;-;25207;86300;222301
1307;114;148998;16991;132007;307;7449900;6870899;6142900;-;30204;141299;720300
1693;114;193002;22009;170993;693;9650100;8900101;7957100;-;52296;3199;946200
2693;114;307002;35009;271993;693;15350100;14157101;12657100;-;196292;1039201;2232200
3307;114;376998;42991;334007;307;18849900;17384899;15542900;-;20205;301300;1766301
5693;114;649002;74009;574993;693;32450100;29928101;26757100;-;631296;466199;3637200
7307;114;832998;94991;738007;307;41649900;38412899;34342900;-;629205;1250300;4487301
8693;114;991002;113009;877993;693;49550100;45699101;40857100;-;303298;51201;3902200
0113;115;12995;5989;7006;113;259900;239899;-;-;10202;29299;49300
0887;115;102005;47011;54994;887;2040100;1883101;-;-;3290;98199;255198
2113;115;242995;111989;131006;113;4859900;4485899;-;-;161200;275302;892298
2887;115;332005;153011;178994;887;6640100;6129101;-;-;302297;279201;790200
5113;115;587995;270989;317006;113;11759900;10854899;-;-;441200;717302;2210298
6113;115;702995;323989;379006;113;14059900;12977899;-;-;674202;625298;1707299
8887;115;1022005;471011;550994;887;20440100;18867101;-;-;86292;1037201;2610200
9887;115;1137005;524011;612994;887;22740100;20990101;-;-;333290;1391199;3141198
0181;116;20996;1991;19005;181;524900;484899;-;-;2202;41298;81299
1181;116;136996;12991;124005;181;3424900;3163899;-;-;200;118300;379301
1319;116;153004;91011;61993;319;3825100;3457099;-;-;105295;175202;390199
2819;116;327004;31009;295995;819;8175100;7552101;-;-;174298;783202;1406201
3181;116;368996;34991;334005;181;9224900;8521899;-;-;258201;576301;1279302
3319;116;385004;229011;155993;319;9625100;8699099;-;-;185299;517199;1443200
7681;116;890996;529989;361007;681;22274900;20131901;-;-;124201;892301;3035300
8681;116;1006996;598989;408007;681;25174900;22752901;-;-;444206;904299;3326298
8819;116;1023004;97009;925995;819;25575100;23626101;-;-;739296;695201;2644200
9181;116;1064996;100991;964005;181;26624900;24595899;-;-;947203;901298;2930299
9319;116;1081004;643011;437993;319;27025100;24425099;-;-;725297;138200;2738201
0547;117;63999;28991;35008;547;6399900;5852900;5305900;-;26206;27300;574300
1453;117;170001;77009;92992;453;17000100;15547100;14094100;-;103293;276200;1729200
3547;117;414999;187991;227008;547;41499900;37952900;34405900;-;152201;1631300;5178300
4547;117;531999;240991;291008;547;53199900;48652900;44105900;-;204205;4228300;8775300
6547;117;765999;346991;419008;547;76599900;70052900;63505900;-;667204;5695300;12242300
7547;117;882999;399991;483008;547;88299900;80752900;73205900;-;301200;2565300;10112300
9547;117;1116999;505991;611008;547;111699900;102152900;92605900;-;419208;2672300;12219300
0839;118;99002;26009;72993;839;4950100;4580101;-;-;89294;100201;470200
2161;118;254998;66991;188007;161;12749900;11796899;-;-;202204;928300;1881301
5839;118;689002;181009;507993;839;34450100;31875101;-;-;300299;1573201;4148200
8161;118;962998;252991;710007;161;48149900;44550899;-;-;894200;1710300;5309301
8839;118;1043002;274009;768993;839;52150100;48252101;-;-;251292;1409201;5307200
9161;118;1080998;283991;797007;161;54049900;50009899;-;-;573203;3651299;7691300
9839;118;1161002;305009;855993;839;58050100;53711101;-;-;122298;2267200;7767201
0479;119;57001;34009;22992;479;5700100;5221100;4742100;-;23293;470200;949200
0521;119;61999;36991;25008;521;6199900;5678900;5157900;-;25200;77300;598300
0563;119;66997;57989;9008;563;2277898;2067899;1857900;-;7200;48299;191301
2437;119;290003;251011;38992;437;9860102;8951101;8042100;-;144294;902201;1521199
2521;119;299999;178991;121008;521;29999900;27478900;24957900;-;273200;525300;3046300
5437;119;647003;560011;86992;437;21998102;19970101;17942100;-;376294;39200;2067201
5479;119;652001;389009;262992;479;65200100;59721100;54242100;-;436292;721200;6200200
5521;119;656999;391991;265008;521;65699900;60178900;54657900;-;438201;1647300;7168300
5563;119;661997;572989;89008;563;22507898;20432899;18357900;-;32209;349300;2424299
6521;119;775999;462991;313008;521;77599900;71078900;64557900;-;713201;2141300;8662300
6563;119;780997;675989;105008;563;26553898;24105899;21657900;-;215200;694299;2361301
8521;119;1013999;604991;409008;521;101399900;92878900;84357900;-;429202;3309300;11830300
8563;119;1018997;881989;137008;563;34645898;31451899;28257900;-;135209;623300;3817299
9437;119;1123003;972011;150992;437;38182102;34662101;31142100;-;30292;568201;2965199
9479;119;1128001;673009;454992;479;112800100;103321100;93842100;-;309299;2385200;11864200
9521;119;1132999;675991;457008;521;113299900;103778900;94257900;-;765202;3983300;13504300
0157;121;18997;10990;8007;157;626901;580900;534899;-;9201;10300;56301
0281;121;34001;25009;8992;281;3400100;3119100;2838100;-;2295;144200;425200
0719;121;86999;63991;23008;719;8699900;7980900;7261900;-;50207;587300;1306300
2281;121;276001;203009;72992;281;27600100;25319100;23038100;-;251297;851200;3132200
2719;121;328999;241991;87008;719;32899900;30180900;27461900;-;138206;1840300;4559300
2843;121;344003;199010;144993;843;11352099;10519100;9686101;-;106299;126200;959199
3719;121;449999;330991;119008;719;44999900;41280900;37561900;-;319201;397300;4116300
4157;121;502997;290990;212007;157;16598901;15380900;14162899;-;73204;605300;1823301
5281;121;639001;470009;168992;281;63900100;58619100;53338100;-;196294;3502200;8783200
5843;121;707003;409010;297993;843;23331099;21619100;19907101;-;113295;861199;3280201
6719;121;812999;597991;215008;719;81299900;74580900;67861900;-;86204;2666300;9385300
8719;121;1054999;775991;279008;719;105499900;96780900;88061900;-;1001202;2239300;10958300
9157;121;1107997;640990;467007;157;36563901;33880900;31197899;-;683203;1855299;4538300
9281;121;1123001;826009;296992;281;112300100;103019100;93738100;-;1115297;3556200;12837200
9719;121;1175999;864991;311008;719;117599900;107880900;98161900;-;591206;6675300;16394300
0041;122;5002;2009;2993;041;250100;232101;-;-;2294;13200;36201
3041;122;371002;149009;221993;041;18550100;17215101;-;-;325295;1134201;2469200
6959;122;848998;340991;508007;959;42449900;39394899;-;-;208;2700300;6604299
9041;122;1103002;443009;659993;041;55150100;51181101;-;-;786295;3191201;7160200
1187;123;146001;127009;18992;187;14600100;13413100;12226100;-;105298;41200;1228200
3187;123;392001;341009;50992;187;39200100;36013100;32826100;-;190295;1194200;4381200
4813;123;591999;514991;77008;813;59199900;54386900;49573900;-;6208;3298300;8111300
5813;123;714999;621991;93008;813;71499900;65686900;59873900;-;234205;2065300;7878300
7187;123;884001;769009;114992;187;88400100;81213100;74026100;-;781298;393200;7580200
9187;123;1130001;983009;146992;187;113000100;103813100;94626100;-;732295;3626200;12813200
0379;124;46996;10991;36005;379;1174900;1091899;-;-;44202;136299;219300
1621;124;201004;47009;153995;621;5025100;4670101;-;-;23293;263201;618200
1879;124;232996;170989;62007;879;5824900;5296901;-;-;187204;232300;760299
2621;124;325004;76009;248995;621;8125100;7551101;-;-;116293;504201;1078200
2879;124;356996;261989;95007;879;8924900;8115901;-;-;16208;442300;1251299
3121;124;387004;284011;102993;121;9675100;8798099;-;-;185293;647201;1524202
4621;124;573004;134009;438995;621;14325100;13313101;-;-;43298;1166201;2178200
5879;124;728996;534989;194007;879;18224900;16572901;-;-;368201;1432300;3084299
6121;124;759004;557011;201993;121;18975100;17255099;-;-;155289;100200;1820201
6379;124;790996;184991;606005;379;19774900;18377899;-;-;495201;2045298;3442299
7121;124;883004;648011;234993;121;22075100;20074099;-;-;159296;330200;2331201
7621;124;945004;221009;723995;621;23625100;21956101;-;-;757298;2609201;4278200
7879;124;976996;716989;260007;879;24424900;22210901;-;-;966201;178301;2392300
0373;126;46998;24991;22007;373;2349900;2186899;1976900;1813899;19205;48299;211300
1373;126;172998;91991;81007;373;8649900;8049899;7276900;6676899;65203;599300;1372299
1627;126;205002;109009;95993;627;10250100;9539101;8623100;7912101;77298;710201;1421200
3373;126;424998;225991;199007;373;21249900;19775899;17876900;16402899;332206;595300;2494299
4373;126;550998;292991;258007;373;27549900;25638899;23176900;21265899;413204;203300;2665299
6373;126;802998;426991;376007;373;40149900;37364899;33776900;30991899;551200;2227299;5012300
8627;126;1087002;578009;508993;627;54350100;50580101;45723100;41953101;99296;4542201;8312200
0811;127;102997;72990;30007;811;3398901;3162900;-;-;55204;3300;239301
0937;127;118999;14992;104007;937;11899900;10962900;-;-;104203;742300;1679300
1063;127;135001;17008;117993;063;13500100;12437100;-;-;42296;901200;1964200
1811;127;229997;162990;67007;811;7589901;7062900;-;-;210202;621299;1148300
2063;127;262001;33008;228993;063;26200100;24137100;-;-;187299;1068200;3131200
4937;127;626999;78992;548007;937;62699900;57762900;-;-;223201;2331300;7268300
5189;127;659003;467010;191993;189;21747099;20237100;-;-;347299;866199;3035201
7937;127;1007999;126992;881007;937;100799900;92862900;-;-;438201;3827300;11764300
9811;127;1245997;882990;363007;811;41117901;38262900;-;-;285205;3758299;6613300
0031;129;3999;992;3007;031;399900;368900;337900;-;206;27300;58300
1031;129;132999;32992;100007;031;13299900;12268900;11237900;-;84201;320300;1351300
2969;129;383001;95008;287993;969;38300100;35331100;32362100;-;66297;1512200;4481200
4969;129;641001;159008;481993;969;64100100;59131100;54162100;-;56298;1835200;6804200
8969;129;1157001;287008;869993;969;115700100;106731100;97762100;-;774293;801200;9770200
0229;131;29999;10992;19007;229;2999900;2770900;-;-;17204;114300;343300
0313;131;41003;5008;35995;313;1394102;1276101;-;-;12297;29199;147200
1229;131;160999;58992;102007;229;16099900;14870900;-;-;129204;650300;1879300
2687;131;351997;42992;309005;687;11967898;10954899;-;-;85204;582299;1595298
3229;131;422999;154992;268007;229;42299900;39070900;-;-;110205;1902300;5131300
3313;131;434003;53008;380995;313;14756102;13507101;-;-;163297;342199;1591200
4229;131;553999;202992;351007;229;55399900;51170900;-;-;271205;2618300;6847300
6229;131;815999;298992;517007;229;81599900;75370900;-;-;773205;4230300;10459300
7229;131;946999;346992;600007;229;94699900;87470900;-;-;167206;5126300;12355300
7687;131;1006997;122992;884005;687;34237898;31339899;-;-;36205;1458300;4356299
0053;132;6996;5989;1007;053;174900;159901;144902;136899;6205;12300;27299
0947;132;125004;107011;17993;947;3125100;2857099;2589098;2446101;100296;209201;477202
1447;132;191004;68009;122995;447;4775100;4461101;4147102;3642099;179297;250200;564199
1553;132;204996;72991;132005;553;5124900;4787899;4450898;3908901;163204;239301;576302
2053;132;270996;231989;39007;053;6774900;6193901;5612902;5302899;117205;353300;934299
2447;132;323004;115009;207995;447;8075100;7544101;7013102;6159099;68295;511202;1042201
3947;132;521004;446011;74993;947;13025100;11908099;10791098;10195101;323298;256199;1373200
4447;132;587004;209009;377995;447;14675100;13710101;12745102;11193099;444299;662202;1627201
6053;132;798996;683989;115007;053;19974900;18261901;16548902;15634899;418201;315300;2028299
6553;132;864996;307991;557005;553;21624900;20202899;18780898;16493901;138202;459299;1881300
6947;132;917004;785011;131993;947;22925100;20959099;18993098;17944101;534293;284201;2250202
8053;132;1062996;909989;153007;053;26574900;24295901;22016902;20800899;73201;2215299;4494298
8447;132;1115004;397009;717995;447;27875100;26042101;24209102;21261099;548294;2077201;3910200
0797;133;106001;51008;54993;797;10600100;9803100;9006100;-;8296;193200;990200
1609;133;213997;176990;37007;609;7061901;6596900;6131899;-;28205;295299;760300
2203;133;292999;140992;152007;203;29299900;27096900;24893900;-;76201;1911300;4114300
2609;133;346997;286990;60007;609;11450901;10696900;9942899;-;9209;35299;789300
2797;133;372001;179008;192993;797;37200100;34403100;31606100;-;233297;510200;3307200
3203;133;425999;204992;221007;203;42599900;39396900;36193900;-;338204;1081300;4284300
3391;133;451003;373010;77993;391;14883099;13903100;12923101;-;415295;978201;1958200
3797;133;505001;243008;261993;797;50500100;46703100;42906100;-;81293;2477200;6274200
4391;133;584003;483010;100993;391;19272099;18003100;16734101;-;375298;520201;1789200
6203;133;824999;396992;428007;203;82499900;76296900;70093900;-;295200;4637300;10840300
8609;133;1144997;946990;198007;609;37784901;35296900;32808899;-;1003206;2432300;4920301
9203;133;1223999;588992;635007;203;122399900;113196900;103993900;-;539203;1450300;10653300
9391;133;1249003;1033010;215993;391;41217099;38503100;35789101;-;962295;2521201;5235200
0097;134;12998;9991;3007;097;649900;607899;-;-;1203;1300;56299
1097;134;146998;112991;34007;097;7349900;6874899;-;-;54202;55299;530300
2903;134;389002;299009;89993;903;19450100;18193101;-;-;373296;376199;2022200
4903;134;657002;505009;151993;903;32850100;30727101;-;-;336296;341199;3121200
5903;134;791002;608009;182993;903;39550100;36994101;-;-;623297;629200;3976201
1237;135;166995;119989;47006;237;3339900;3125899;2911898;-;5207;115300;329301
2237;135;301995;216989;85006;237;6039900;5652899;5265898;-;45209;244302;933298
5237;135;706995;507989;199006;237;14139900;13233899;12327898;-;158209;624302;2237298
6763;135;913005;656011;256994;763;18260100;17090101;15920102;-;891295;1493202;2663201
7237;135;976995;701989;275006;237;19539900;18287899;17035898;-;175207;819300;2071301
